year,month,date,series,value
1997,12,1997-12-01,Merchandising Closing Quotations,5875.92
1997,12,1997-12-01,Financial Services Closing Quotations,8313.87
1997,12,1997-12-01,Gold And Silver Closing Quotations,6378.87
1998,1,1998-01-01,Oil And Gas Closing Quotations,6364.35
1998,1,1998-01-01,Metals And Minerals Closing Quotations,4079.15
1998,1,1998-01-01,Utilities Closing Quotations,6141.42
1998,1,1998-01-01,Paper And Forest Products Closing Quotations,4333.28
1998,1,1998-01-01,Merchandising Closing Quotations,5534.51
1998,1,1998-01-01,Financial Services Closing Quotations,8205.4
1998,1,1998-01-01,Gold And Silver Closing Quotations,6811.42
1998,2,1998-02-01,Oil And Gas Closing Quotations,6539.55
1998,2,1998-02-01,Metals And Minerals Closing Quotations,3996.29
1998,2,1998-02-01,Utilities Closing Quotations,6790.35
1998,2,1998-02-01,Paper And Forest Products Closing Quotations,4469.28
1998,2,1998-02-01,Merchandising Closing Quotations,5865.17
1998,2,1998-02-01,Financial Services Closing Quotations,9089.63
1998,2,1998-02-01,Gold And Silver Closing Quotations,6479.38
1998,3,1998-03-01,Oil And Gas Closing Quotations,6573.14
1998,3,1998-03-01,Metals And Minerals Closing Quotations,4114.49
1998,3,1998-03-01,Utilities Closing Quotations,7730.41
1998,3,1998-03-01,Paper And Forest Products Closing Quotations,4918.06
1998,3,1998-03-01,Merchandising Closing Quotations,6130.06
1998,3,1998-03-01,Financial Services Closing Quotations,9630.54
1998,3,1998-03-01,Gold And Silver Closing Quotations,6933.58
1998,4,1998-04-01,Oil And Gas Closing Quotations,6552.02
1998,4,1998-04-01,Metals And Minerals Closing Quotations,4208.47
1998,4,1998-04-01,Utilities Closing Quotations,7790.92
1998,4,1998-04-01,Paper And Forest Products Closing Quotations,4978.08
1998,4,1998-04-01,Merchandising Closing Quotations,6344.21
1998,4,1998-04-01,Financial Services Closing Quotations,9961.86
1998,4,1998-04-01,Gold And Silver Closing Quotations,7476.47
1998,5,1998-05-01,Oil And Gas Closing Quotations,6176.16
1998,5,1998-05-01,Metals And Minerals Closing Quotations,3676.95
1998,5,1998-05-01,Utilities Closing Quotations,8361.15
1998,5,1998-05-01,Paper And Forest Products Closing Quotations,4772.99
1998,5,1998-05-01,Merchandising Closing Quotations,6444.9
1998,5,1998-05-01,Financial Services Closing Quotations,10091
1998,5,1998-05-01,Gold And Silver Closing Quotations,6494.59
1998,6,1998-06-01,Oil And Gas Closing Quotations,6069.63
1998,6,1998-06-01,Metals And Minerals Closing Quotations,3568.04
1998,6,1998-06-01,Utilities Closing Quotations,7975.51
1998,6,1998-06-01,Paper And Forest Products Closing Quotations,4368.37
1998,6,1998-06-01,Merchandising Closing Quotations,6616.17
1998,6,1998-06-01,Financial Services Closing Quotations,9967.6
1998,6,1998-06-01,Gold And Silver Closing Quotations,6078.51
1998,7,1998-07-01,Oil And Gas Closing Quotations,5580.91
1998,7,1998-07-01,Metals And Minerals Closing Quotations,3225.96
1998,7,1998-07-01,Utilities Closing Quotations,7607.21
1998,7,1998-07-01,Paper And Forest Products Closing Quotations,4090.7
1998,7,1998-07-01,Merchandising Closing Quotations,6191.38
1998,7,1998-07-01,Financial Services Closing Quotations,9414.41
1998,7,1998-07-01,Gold And Silver Closing Quotations,5393.51
1998,8,1998-08-01,Oil And Gas Closing Quotations,4397.57
1998,8,1998-08-01,Metals And Minerals Closing Quotations,2500.1
1998,8,1998-08-01,Utilities Closing Quotations,6399.26
1998,8,1998-08-01,Paper And Forest Products Closing Quotations,3181.21
1998,8,1998-08-01,Merchandising Closing Quotations,4962.31
1998,8,1998-08-01,Financial Services Closing Quotations,6768.15
1998,8,1998-08-01,Gold And Silver Closing Quotations,4228.88
1998,9,1998-09-01,Oil And Gas Closing Quotations,5245.97
1998,9,1998-09-01,Metals And Minerals Closing Quotations,2935.56
1998,9,1998-09-01,Utilities Closing Quotations,5834.53
1998,9,1998-09-01,Paper And Forest Products Closing Quotations,3353.57
1998,9,1998-09-01,Merchandising Closing Quotations,5129.01
1998,9,1998-09-01,Financial Services Closing Quotations,6678.99
1998,9,1998-09-01,Gold And Silver Closing Quotations,6539.97
1998,10,1998-10-01,Oil And Gas Closing Quotations,5433.68
1998,10,1998-10-01,Metals And Minerals Closing Quotations,3095.77
1998,10,1998-10-01,Utilities Closing Quotations,6733.35
1998,10,1998-10-01,Paper And Forest Products Closing Quotations,3569.36
1998,10,1998-10-01,Merchandising Closing Quotations,5110.83
1998,10,1998-10-01,Financial Services Closing Quotations,7735.39
1998,10,1998-10-01,Gold And Silver Closing Quotations,6716.7
1998,11,1998-11-01,Oil And Gas Closing Quotations,4804.9
1998,11,1998-11-01,Metals And Minerals Closing Quotations,3168.5
1998,11,1998-11-01,Utilities Closing Quotations,6920.09
1998,11,1998-11-01,Paper And Forest Products Closing Quotations,3649.67
1998,11,1998-11-01,Merchandising Closing Quotations,5342.08
1998,11,1998-11-01,Financial Services Closing Quotations,8195.85
1998,11,1998-11-01,Gold And Silver Closing Quotations,6210.15
1998,12,1998-12-01,Oil And Gas Closing Quotations,4643.19
1998,12,1998-12-01,Metals And Minerals Closing Quotations,3068.86
1998,12,1998-12-01,Utilities Closing Quotations,7406.58
1998,12,1998-12-01,Paper And Forest Products Closing Quotations,3562.94
1998,12,1998-12-01,Merchandising Closing Quotations,5657.74
1998,12,1998-12-01,Financial Services Closing Quotations,8431.74
1998,12,1998-12-01,Gold And Silver Closing Quotations,5921.27
1999,1,1999-01-01,Oil And Gas Closing Quotations,4419.03
1999,1,1999-01-01,Metals And Minerals Closing Quotations,3030.15
1999,1,1999-01-01,Utilities Closing Quotations,8183.54
1999,1,1999-01-01,Paper And Forest Products Closing Quotations,3615.99
1999,1,1999-01-01,Merchandising Closing Quotations,5497.81
1999,1,1999-01-01,Financial Services Closing Quotations,8612.78
1999,1,1999-01-01,Gold And Silver Closing Quotations,5666.05
1999,2,1999-02-01,Oil And Gas Closing Quotations,4046.77
1999,2,1999-02-01,Metals And Minerals Closing Quotations,3034.15
1999,2,1999-02-01,Utilities Closing Quotations,7621.36
1999,2,1999-02-01,Paper And Forest Products Closing Quotations,3495.7
1999,2,1999-02-01,Merchandising Closing Quotations,5312.29
1999,2,1999-02-01,Financial Services Closing Quotations,8044.13
1999,2,1999-02-01,Gold And Silver Closing Quotations,5326.05
1999,3,1999-03-01,Oil And Gas Closing Quotations,4979.31
1999,3,1999-03-01,Metals And Minerals Closing Quotations,3138.37
1999,3,1999-03-01,Utilities Closing Quotations,7922.03
1999,3,1999-03-01,Paper And Forest Products Closing Quotations,3868.66
1999,3,1999-03-01,Merchandising Closing Quotations,5615.5
1999,3,1999-03-01,Financial Services Closing Quotations,8200.49
1999,3,1999-03-01,Gold And Silver Closing Quotations,5188.42
1999,4,1999-04-01,Oil And Gas Closing Quotations,5876.48
1999,4,1999-04-01,Metals And Minerals Closing Quotations,3814.16
1999,4,1999-04-01,Utilities Closing Quotations,7822.04
1999,4,1999-04-01,Paper And Forest Products Closing Quotations,4410.55
1999,4,1999-04-01,Merchandising Closing Quotations,5494.21
1999,4,1999-04-01,Financial Services Closing Quotations,8471.52
1999,4,1999-04-01,Gold And Silver Closing Quotations,5918.76
1999,5,1999-05-01,Oil And Gas Closing Quotations,5540.36
1999,5,1999-05-01,Metals And Minerals Closing Quotations,3336.25
1999,5,1999-05-01,Utilities Closing Quotations,7929.2
1999,5,1999-05-01,Paper And Forest Products Closing Quotations,4130.06
1999,5,1999-05-01,Merchandising Closing Quotations,5477.92
1999,5,1999-05-01,Financial Services Closing Quotations,8031.52
1999,5,1999-05-01,Gold And Silver Closing Quotations,4954.72
1999,6,1999-06-01,Oil And Gas Closing Quotations,5953.05
1999,6,1999-06-01,Metals And Minerals Closing Quotations,3800.97
1999,6,1999-06-01,Utilities Closing Quotations,8172.71
1999,6,1999-06-01,Paper And Forest Products Closing Quotations,4854.41
1999,6,1999-06-01,Merchandising Closing Quotations,5460.16
1999,6,1999-06-01,Financial Services Closing Quotations,7481.81
1999,6,1999-06-01,Gold And Silver Closing Quotations,5269.63
1999,7,1999-07-01,Oil And Gas Closing Quotations,6370.63
1999,7,1999-07-01,Metals And Minerals Closing Quotations,3767.54
1999,7,1999-07-01,Utilities Closing Quotations,8270.75
1999,7,1999-07-01,Paper And Forest Products Closing Quotations,5008.55
1999,7,1999-07-01,Merchandising Closing Quotations,5316.94
1999,7,1999-07-01,Financial Services Closing Quotations,7355.47
1999,7,1999-07-01,Gold And Silver Closing Quotations,5041.7
1999,8,1999-08-01,Oil And Gas Closing Quotations,6579.63
1999,8,1999-08-01,Metals And Minerals Closing Quotations,4049.47
1999,8,1999-08-01,Utilities Closing Quotations,7717.33
1999,8,1999-08-01,Paper And Forest Products Closing Quotations,4962.71
1999,8,1999-08-01,Merchandising Closing Quotations,5212.24
1999,8,1999-08-01,Financial Services Closing Quotations,7029.44
1999,8,1999-08-01,Gold And Silver Closing Quotations,5177.43
1999,9,1999-09-01,Oil And Gas Closing Quotations,6254.34
1999,9,1999-09-01,Metals And Minerals Closing Quotations,3906.71
1999,9,1999-09-01,Utilities Closing Quotations,7860.14
1999,9,1999-09-01,Paper And Forest Products Closing Quotations,4864.03
1999,9,1999-09-01,Merchandising Closing Quotations,5071.15
1999,9,1999-09-01,Financial Services Closing Quotations,6701.56
1999,9,1999-09-01,Gold And Silver Closing Quotations,6402.91
1999,10,1999-10-01,Oil And Gas Closing Quotations,6062.19
1999,10,1999-10-01,Metals And Minerals Closing Quotations,3900.66
1999,10,1999-10-01,Utilities Closing Quotations,9198.49
1999,10,1999-10-01,Paper And Forest Products Closing Quotations,4975.64
1999,10,1999-10-01,Merchandising Closing Quotations,4852.92
1999,10,1999-10-01,Financial Services Closing Quotations,7278.42
1999,10,1999-10-01,Gold And Silver Closing Quotations,5512.86
1999,11,1999-11-01,Oil And Gas Closing Quotations,5723.2
1999,11,1999-11-01,Metals And Minerals Closing Quotations,3805.56
1999,11,1999-11-01,Utilities Closing Quotations,9974.12
1999,11,1999-11-01,Paper And Forest Products Closing Quotations,4747.1
1999,11,1999-11-01,Merchandising Closing Quotations,4870.93
1999,11,1999-11-01,Financial Services Closing Quotations,7335.1
1999,11,1999-11-01,Gold And Silver Closing Quotations,5192.43
1999,12,1999-12-01,Oil And Gas Closing Quotations,5861.73
1999,12,1999-12-01,Metals And Minerals Closing Quotations,4474.82
1999,12,1999-12-01,Utilities Closing Quotations,12563.86
1999,12,1999-12-01,Paper And Forest Products Closing Quotations,5236.84
1999,12,1999-12-01,Merchandising Closing Quotations,5114.78
1999,12,1999-12-01,Financial Services Closing Quotations,7410.36
1999,12,1999-12-01,Gold And Silver Closing Quotations,4875.33
2000,1,2000-01-01,Oil And Gas Closing Quotations,5785.82
2000,1,2000-01-01,Metals And Minerals Closing Quotations,4072.68
2000,1,2000-01-01,Utilities Closing Quotations,13811.64
2000,1,2000-01-01,Paper And Forest Products Closing Quotations,5357.57
2000,1,2000-01-01,Merchandising Closing Quotations,4632.81
2000,1,2000-01-01,Financial Services Closing Quotations,7081.33
2000,1,2000-01-01,Gold And Silver Closing Quotations,4333.97
2000,2,2000-02-01,Oil And Gas Closing Quotations,5496.68
2000,2,2000-02-01,Metals And Minerals Closing Quotations,3490.39
2000,2,2000-02-01,Utilities Closing Quotations,14852.93
2000,2,2000-02-01,Paper And Forest Products Closing Quotations,5161.34
2000,2,2000-02-01,Merchandising Closing Quotations,4519.33
2000,2,2000-02-01,Financial Services Closing Quotations,7052.19
2000,2,2000-02-01,Gold And Silver Closing Quotations,4222.76
2000,3,2000-03-01,Oil And Gas Closing Quotations,6216.2
2000,3,2000-03-01,Metals And Minerals Closing Quotations,3546.06
2000,3,2000-03-01,Utilities Closing Quotations,16567.23
2000,3,2000-03-01,Paper And Forest Products Closing Quotations,5268.77
2000,3,2000-03-01,Merchandising Closing Quotations,4463.73
2000,3,2000-03-01,Financial Services Closing Quotations,7565.13
2000,3,2000-03-01,Gold And Silver Closing Quotations,3964.46
2000,4,2000-04-01,Oil And Gas Closing Quotations,6623.35
2000,4,2000-04-01,Metals And Minerals Closing Quotations,3470.99
2000,4,2000-04-01,Utilities Closing Quotations,15692.61
2000,4,2000-04-01,Paper And Forest Products Closing Quotations,5942.44
2000,4,2000-04-01,Merchandising Closing Quotations,4828.19
2000,4,2000-04-01,Financial Services Closing Quotations,7748.85
2000,4,2000-04-01,Gold And Silver Closing Quotations,4206.46
2000,5,2000-05-01,Oil And Gas Closing Quotations,7603.25
2000,5,2000-05-01,Metals And Minerals Closing Quotations,3586.36
2000,5,2000-05-01,Utilities Closing Quotations,13994.12
2000,5,2000-05-01,Paper And Forest Products Closing Quotations,5390.78
2000,5,2000-05-01,Merchandising Closing Quotations,5158.33
2000,5,2000-05-01,Financial Services Closing Quotations,8418.77
2000,5,2000-05-01,Gold And Silver Closing Quotations,4414.52
2000,6,2000-06-01,Oil And Gas Closing Quotations,7480.02
2000,6,2000-06-01,Metals And Minerals Closing Quotations,3329.79
2000,6,2000-06-01,Utilities Closing Quotations,14206.55
2000,6,2000-06-01,Paper And Forest Products Closing Quotations,4943.71
2000,6,2000-06-01,Merchandising Closing Quotations,5204.47
2000,6,2000-06-01,Financial Services Closing Quotations,8377.23
2000,6,2000-06-01,Gold And Silver Closing Quotations,4457.98
2000,7,2000-07-01,Oil And Gas Closing Quotations,7029.32
2000,7,2000-07-01,Metals And Minerals Closing Quotations,3392.12
2000,7,2000-07-01,Utilities Closing Quotations,14247.19
2000,7,2000-07-01,Paper And Forest Products Closing Quotations,4908.54
2000,7,2000-07-01,Merchandising Closing Quotations,5268.02
2000,7,2000-07-01,Financial Services Closing Quotations,8529.08
2000,7,2000-07-01,Gold And Silver Closing Quotations,3957.85
2000,8,2000-08-01,Oil And Gas Closing Quotations,7659.41
2000,8,2000-08-01,Metals And Minerals Closing Quotations,3634.96
2000,8,2000-08-01,Utilities Closing Quotations,14129.76
2000,8,2000-08-01,Paper And Forest Products Closing Quotations,5424.86
2000,8,2000-08-01,Merchandising Closing Quotations,5315.61
2000,8,2000-08-01,Financial Services Closing Quotations,9277.46
2000,8,2000-08-01,Gold And Silver Closing Quotations,4084.65
2000,9,2000-09-01,Oil And Gas Closing Quotations,8025.44
2000,9,2000-09-01,Metals And Minerals Closing Quotations,3396.95
2000,9,2000-09-01,Utilities Closing Quotations,14529.05
2000,9,2000-09-01,Paper And Forest Products Closing Quotations,4905.29
2000,9,2000-09-01,Merchandising Closing Quotations,5454.3
2000,9,2000-09-01,Financial Services Closing Quotations,9805.2
2000,9,2000-09-01,Gold And Silver Closing Quotations,4055.1
2000,10,2000-10-01,Oil And Gas Closing Quotations,7341.56
2000,10,2000-10-01,Metals And Minerals Closing Quotations,3528.29
2000,10,2000-10-01,Utilities Closing Quotations,15536.36
2000,10,2000-10-01,Paper And Forest Products Closing Quotations,4730.95
2000,10,2000-10-01,Merchandising Closing Quotations,5498.1
2000,10,2000-10-01,Financial Services Closing Quotations,10121.38
2000,10,2000-10-01,Gold And Silver Closing Quotations,3671.1
2000,11,2000-11-01,Oil And Gas Closing Quotations,7531.05
2000,11,2000-11-01,Metals And Minerals Closing Quotations,3428.89
2000,11,2000-11-01,Utilities Closing Quotations,15237.06
2000,11,2000-11-01,Paper And Forest Products Closing Quotations,4539.09
2000,11,2000-11-01,Merchandising Closing Quotations,5534.08
2000,11,2000-11-01,Financial Services Closing Quotations,9842.6
2000,11,2000-11-01,Gold And Silver Closing Quotations,4080.75
2000,12,2000-12-01,Oil And Gas Closing Quotations,8575.51
2000,12,2000-12-01,Metals And Minerals Closing Quotations,3746.88
2000,12,2000-12-01,Utilities Closing Quotations,15962.66
2000,12,2000-12-01,Paper And Forest Products Closing Quotations,4827.69
2000,12,2000-12-01,Merchandising Closing Quotations,5522.45
2000,12,2000-12-01,Financial Services Closing Quotations,10957.49
2000,12,2000-12-01,Gold And Silver Closing Quotations,4340.66
2001,1,2001-01-01,Oil And Gas Closing Quotations,7981.85
2001,1,2001-01-01,Metals And Minerals Closing Quotations,3842.22
2001,1,2001-01-01,Utilities Closing Quotations,15997.09
2001,1,2001-01-01,Paper And Forest Products Closing Quotations,4539.56
2001,1,2001-01-01,Merchandising Closing Quotations,5500
2001,1,2001-01-01,Financial Services Closing Quotations,10855.79
2001,1,2001-01-01,Gold And Silver Closing Quotations,4080.77
2001,2,2001-02-01,Oil And Gas Closing Quotations,8557.65
2001,2,2001-02-01,Metals And Minerals Closing Quotations,4099.27
2001,2,2001-02-01,Utilities Closing Quotations,14874.09
2001,2,2001-02-01,Paper And Forest Products Closing Quotations,4534.47
2001,2,2001-02-01,Merchandising Closing Quotations,5675.77
2001,2,2001-02-01,Financial Services Closing Quotations,10469.38
2001,2,2001-02-01,Gold And Silver Closing Quotations,4359.85
2001,3,2001-03-01,Oil And Gas Closing Quotations,8709.4
2001,3,2001-03-01,Metals And Minerals Closing Quotations,3987.64
2001,3,2001-03-01,Utilities Closing Quotations,13329.21
2001,3,2001-03-01,Paper And Forest Products Closing Quotations,4813.6
2001,3,2001-03-01,Merchandising Closing Quotations,5620.85
2001,3,2001-03-01,Financial Services Closing Quotations,10257.91
2001,3,2001-03-01,Gold And Silver Closing Quotations,4128.21
2001,4,2001-04-01,Oil And Gas Closing Quotations,9454.45
2001,4,2001-04-01,Metals And Minerals Closing Quotations,4701.53
2001,4,2001-04-01,Utilities Closing Quotations,13788.76
2001,4,2001-04-01,Paper And Forest Products Closing Quotations,5107.12
2001,4,2001-04-01,Merchandising Closing Quotations,5861.32
2001,4,2001-04-01,Financial Services Closing Quotations,9766.48
